Ensembl Gene ID	Chromosome Name	Associated Gene Name	Gene type	EntrezGene ID	HGNC ID(s)
ENSG00000283021	CHR_HG26_PATCH	FBXO27	protein_coding	126433	HGNC:18753
ENSG00000282901	CHR_HG26_PATCH	CAPN12	protein_coding	147968	HGNC:13249
ENSG00000283102	CHR_HSCHR15_6_CTG8	RP11-143J24.1	lincRNA		
ENSG00000282193	CHR_HSCHR15_6_CTG8	CTD-2022H16.3	processed_pseudogene		
ENSG00000282362	CHR_HSCHR15_6_CTG8	CTD-2022H16.1	transcribed_unprocessed_pseudogene		
ENSG00000282654	CHR_HSCHR15_6_CTG8	RN7SL673P	misc_RNA		HGNC:46689
ENSG00000282324	CHR_HSCHR15_6_CTG8	DNM1P28	unprocessed_pseudogene		HGNC:35175
ENSG00000282509	CHR_HSCHR15_6_CTG8	ULK4P3	transcribed_unprocessed_pseudogene	89837	HGNC:15777
ENSG00000282767	CHR_HSCHR15_6_CTG8	U8	snoRNA		
ENSG00000282328	CHR_HSCHR15_6_CTG8	RN7SL469P	misc_RNA		HGNC:46485
ENSG00000282400	CHR_HSCHR15_6_CTG8	DNM1P30	unprocessed_pseudogene		HGNC:35177
ENSG00000283530	CHR_HG2063_PATCH	MGAT4C	protein_coding	25834	HGNC:30871
ENSG00000282316	CHR_HSCHR15_6_CTG8	RP11-932O9.3	unprocessed_pseudogene		
ENSG00000282096	CHR_HSCHR15_6_CTG8	DKFZP434L187	lincRNA	26082	
ENSG00000283595	CHR_HG1311_PATCH	Y_RNA	misc_RNA		
ENSG00000283264	CHR_HG1311_PATCH	RNU6-409P	snRNA		HGNC:47372
ENSG00000282249	CHR_HSCHR15_6_CTG8	RP11-261B23.1	processed_pseudogene		
ENSG00000283007	CHR_HSCHR11_1_CTG1_2	RP11-35J10.5	lincRNA		
ENSG00000282009	CHR_HSCHR15_6_CTG8	RNU6-17P	snRNA		HGNC:34261
ENSG00000281198	CHR_HSCHR5_7_CTG1	RP11-811J10.1	processed_pseudogene		
ENSG00000282722	CHR_HSCHR15_6_CTG8	RP11-624A21.1	TEC		
ENSG00000282729	CHR_HSCHR15_6_CTG8	Y_RNA	misc_RNA		
ENSG00000282971	CHR_HSCHR11_1_CTG1_2	RP11-494M8.4	sense_overlapping	283299	
ENSG00000282442	CHR_HSCHR15_6_CTG8	RP11-932O9.10	lincRNA		
ENSG00000283539	CHR_HG1311_PATCH	ACR	protein_coding	49	HGNC:126
ENSG00000283350	CHR_HG107_PATCH	MUC6	protein_coding	4588	HGNC:7517
ENSG00000282554	CHR_HSCHR15_6_CTG8	RP11-932O9.7	antisense		
ENSG00000282670	CHR_HSCHR15_6_CTG8	RP11-932O9.9	lincRNA		
ENSG00000281118	CHR_HSCHR11_1_CTG1_2	RP11-494M8.1	processed_pseudogene		
ENSG00000282275	CHR_HSCHR15_6_CTG8	RN7SL628P	misc_RNA		HGNC:46644
ENSG00000282207	CHR_HSCHR15_6_CTG8	RP11-932O9.8	antisense		
ENSG00000280931	CHR_HSCHR11_1_CTG1_2	OR5P2	protein_coding	120065	HGNC:14783
ENSG00000280808	CHR_HSCHR11_1_CTG1_2	OR5P3	protein_coding	120066	HGNC:14784
ENSG00000282689	CHR_HSCHR15_6_CTG8	ULK4P2	transcribed_unprocessed_pseudogene		HGNC:15776
ENSG00000281056	CHR_HSCHR11_1_CTG1_2	OR5E1P	unprocessed_pseudogene		HGNC:8342
ENSG00000281563	CHR_HSCHR11_1_CTG1_2	RNU6-943P	snRNA		HGNC:47906
ENSG00000283287	CHR_HG1311_PATCH	AC002056.5	antisense		
ENSG00000280899	CHR_HSCHR11_1_CTG1_2	OR10A6	polymorphic_pseudogene	390093	HGNC:15132
ENSG00000283252	CHR_HG1311_PATCH	AC002056.3	processed_pseudogene		
ENSG00000283640	CHR_HG107_PATCH	RP13-870H17.3	lincRNA		
ENSG00000281680	CHR_HSCHR11_1_CTG1_2	OR10A3	protein_coding	26496	HGNC:8162
ENSG00000282177	CHR_HSCHR15_6_CTG8	U8	snoRNA		
ENSG00000282701	CHR_HSCHR15_6_CTG8	DNM1P50	unprocessed_pseudogene		HGNC:48499
ENSG00000281166	CHR_HSCHR11_1_CTG1_2	NLRP10	protein_coding	338322	HGNC:21464
ENSG00000283658	CHR_HG1311_PATCH	RPL23AP82	transcribed_unprocessed_pseudogene		HGNC:33730
ENSG00000283651	CHR_HG2063_PATCH	RP11-202H2.1	lincRNA		
ENSG00000282773	CHR_HSCHR15_6_CTG8	GOLGA8Q	protein_coding	728047	HGNC:44408
ENSG00000283163	CHR_HG2063_PATCH	RP11-324H9.1	TEC		
ENSG00000283158	CHR_HG107_PATCH	MUC5AC	protein_coding	4586	HGNC:7515
ENSG00000283508	CHR_HG2023_PATCH	MLLT10P2	processed_pseudogene		HGNC:39141
ENSG00000283243	CHR_HG1311_PATCH	AC255361.1	protein_coding		
ENSG00000280606	CHR_HSCHR11_1_CTG1_2	EIF3F	protein_coding	8665	HGNC:3275
ENSG00000283127	CHR_HG2023_PATCH	AF146191.8	processed_pseudogene		
ENSG00000282547	CHR_HSCHR15_6_CTG8	RN7SL796P	misc_RNA		HGNC:46812
ENSG00000283593	CHR_HG2023_PATCH	TUBB7P	unprocessed_pseudogene		HGNC:12413
ENSG00000281960	CHR_HSCHR15_6_CTG8	AC026150.8	lincRNA		
ENSG00000283700	CHR_HG2023_PATCH	RNA5SP174	rRNA		HGNC:43074
ENSG00000282109	CHR_HSCHR15_6_CTG8	RP11-632K20.2	unprocessed_pseudogene		
ENSG00000283581	CHR_HG2023_PATCH	RNA5SP175	rRNA		HGNC:43075
ENSG00000283181	CHR_HG2023_PATCH	DUX4L9	unprocessed_pseudogene		HGNC:33855
ENSG00000282068	CHR_HSCHR15_6_CTG8	RP11-382B18.5	unprocessed_pseudogene		
ENSG00000283449	CHR_HG2023_PATCH	RARRES2P4	processed_pseudogene		HGNC:48703
ENSG00000282629	CHR_HSCHR15_6_CTG8	RN7SL286P	misc_RNA		HGNC:46302
ENSG00000283363	CHR_HG2023_PATCH	DUX4L8	unprocessed_pseudogene		HGNC:38670
ENSG00000283660	CHR_HG2023_PATCH	RPL23AP84	processed_pseudogene		HGNC:51575
ENSG00000283223	CHR_HG2023_PATCH	ABC7-42391500H16.4	processed_pseudogene		
ENSG00000283552	CHR_HG2023_PATCH	CT476828.22	protein_coding		
ENSG00000281013	CHR_HSCHR22_4_CTG1	NDUFA6	protein_coding	4700	HGNC:7690
ENSG00000283404	CHR_HG2023_PATCH	CT476828.15	protein_coding		
ENSG00000283309	CHR_HG2023_PATCH	CT476828.8	protein_coding		
ENSG00000283306	CHR_HG2023_PATCH	CT476828.7	protein_coding		
ENSG00000283190	CHR_HG2023_PATCH	CT476828.4	protein_coding	107987484	
ENSG00000283190	CHR_HG2023_PATCH	CT476828.4	protein_coding	107987485	
ENSG00000283190	CHR_HG2023_PATCH	CT476828.4	protein_coding	107987486	
ENSG00000283190	CHR_HG2023_PATCH	CT476828.4	protein_coding	107987487	
ENSG00000283190	CHR_HG2023_PATCH	CT476828.4	protein_coding	107987488	
ENSG00000283190	CHR_HG2023_PATCH	CT476828.4	protein_coding	107987489	
ENSG00000283190	CHR_HG2023_PATCH	CT476828.4	protein_coding	107987490	
ENSG00000283190	CHR_HG2023_PATCH	CT476828.4	protein_coding	107987491	
ENSG00000283161	CHR_HG2023_PATCH	CT476828.2	protein_coding	107987484	
ENSG00000283161	CHR_HG2023_PATCH	CT476828.2	protein_coding	107987485	
ENSG00000283161	CHR_HG2023_PATCH	CT476828.2	protein_coding	107987486	
ENSG00000283161	CHR_HG2023_PATCH	CT476828.2	protein_coding	107987487	
ENSG00000283161	CHR_HG2023_PATCH	CT476828.2	protein_coding	107987488	
ENSG00000283161	CHR_HG2023_PATCH	CT476828.2	protein_coding	107987489	
ENSG00000283161	CHR_HG2023_PATCH	CT476828.2	protein_coding	107987490	
ENSG00000283161	CHR_HG2023_PATCH	CT476828.2	protein_coding	107987491	
ENSG00000283325	CHR_HG2023_PATCH	CT476828.10	protein_coding	107987484	
ENSG00000283325	CHR_HG2023_PATCH	CT476828.10	protein_coding	107987485	
ENSG00000283325	CHR_HG2023_PATCH	CT476828.10	protein_coding	107987486	
ENSG00000283325	CHR_HG2023_PATCH	CT476828.10	protein_coding	107987487	
ENSG00000283325	CHR_HG2023_PATCH	CT476828.10	protein_coding	107987488	
ENSG00000283325	CHR_HG2023_PATCH	CT476828.10	protein_coding	107987489	
ENSG00000283325	CHR_HG2023_PATCH	CT476828.10	protein_coding	107987490	
ENSG00000283325	CHR_HG2023_PATCH	CT476828.10	protein_coding	107987491	
ENSG00000283407	CHR_HG2023_PATCH	CT476828.16	protein_coding	107987484	
ENSG00000283407	CHR_HG2023_PATCH	CT476828.16	protein_coding	107987485	
ENSG00000283407	CHR_HG2023_PATCH	CT476828.16	protein_coding	107987486	
ENSG00000283407	CHR_HG2023_PATCH	CT476828.16	protein_coding	107987487	
ENSG00000283407	CHR_HG2023_PATCH	CT476828.16	protein_coding	107987488	
ENSG00000283407	CHR_HG2023_PATCH	CT476828.16	protein_coding	107987489	
ENSG00000283407	CHR_HG2023_PATCH	CT476828.16	protein_coding	107987490	
ENSG00000283407	CHR_HG2023_PATCH	CT476828.16	protein_coding	107987491	
ENSG00000283177	CHR_HG2023_PATCH	CT476828.3	protein_coding	107987484	
ENSG00000283177	CHR_HG2023_PATCH	CT476828.3	protein_coding	107987485	
ENSG00000283177	CHR_HG2023_PATCH	CT476828.3	protein_coding	107987486	
ENSG00000283177	CHR_HG2023_PATCH	CT476828.3	protein_coding	107987487	
ENSG00000283177	CHR_HG2023_PATCH	CT476828.3	protein_coding	107987488	
ENSG00000283177	CHR_HG2023_PATCH	CT476828.3	protein_coding	107987489	
ENSG00000283177	CHR_HG2023_PATCH	CT476828.3	protein_coding	107987490	
ENSG00000283177	CHR_HG2023_PATCH	CT476828.3	protein_coding	107987491	
ENSG00000283606	CHR_HG2023_PATCH	CT476828.23	protein_coding	107987484	
ENSG00000283606	CHR_HG2023_PATCH	CT476828.23	protein_coding	107987485	
ENSG00000283606	CHR_HG2023_PATCH	CT476828.23	protein_coding	107987486	
ENSG00000283606	CHR_HG2023_PATCH	CT476828.23	protein_coding	107987487	
ENSG00000283606	CHR_HG2023_PATCH	CT476828.23	protein_coding	107987488	
ENSG00000283606	CHR_HG2023_PATCH	CT476828.23	protein_coding	107987489	
ENSG00000283606	CHR_HG2023_PATCH	CT476828.23	protein_coding	107987490	
ENSG00000283606	CHR_HG2023_PATCH	CT476828.23	protein_coding	107987491	
ENSG00000283610	CHR_HG2023_PATCH	CT476828.24	protein_coding	107987484	
ENSG00000283610	CHR_HG2023_PATCH	CT476828.24	protein_coding	107987485	
ENSG00000283610	CHR_HG2023_PATCH	CT476828.24	protein_coding	107987486	
ENSG00000283610	CHR_HG2023_PATCH	CT476828.24	protein_coding	107987487	
ENSG00000283610	CHR_HG2023_PATCH	CT476828.24	protein_coding	107987488	
ENSG00000283610	CHR_HG2023_PATCH	CT476828.24	protein_coding	107987489	
ENSG00000283610	CHR_HG2023_PATCH	CT476828.24	protein_coding	107987490	
ENSG00000283610	CHR_HG2023_PATCH	CT476828.24	protein_coding	107987491	
ENSG00000281931	CHR_HSCHR15_6_CTG8	SCG5	protein_coding	6447	HGNC:10816
ENSG00000283388	CHR_HG2023_PATCH	CT476828.14	protein_coding	107987484	
ENSG00000283388	CHR_HG2023_PATCH	CT476828.14	protein_coding	107987485	
ENSG00000283388	CHR_HG2023_PATCH	CT476828.14	protein_coding	107987486	
ENSG00000283388	CHR_HG2023_PATCH	CT476828.14	protein_coding	107987487	
ENSG00000283388	CHR_HG2023_PATCH	CT476828.14	protein_coding	107987488	
ENSG00000283388	CHR_HG2023_PATCH	CT476828.14	protein_coding	107987489	
ENSG00000283388	CHR_HG2023_PATCH	CT476828.14	protein_coding	107987490	
ENSG00000283388	CHR_HG2023_PATCH	CT476828.14	protein_coding	107987491	
ENSG00000281750	CHR_HSCHR22_4_CTG1	RP1-257I20.14	sense_intronic		
ENSG00000283226	CHR_HG2023_PATCH	CT476828.5	protein_coding	100288687	
ENSG00000283226	CHR_HG2023_PATCH	CT476828.5	protein_coding	107987484	
ENSG00000283226	CHR_HG2023_PATCH	CT476828.5	protein_coding	107987485	
ENSG00000283226	CHR_HG2023_PATCH	CT476828.5	protein_coding	107987486	
ENSG00000283226	CHR_HG2023_PATCH	CT476828.5	protein_coding	107987487	
ENSG00000283226	CHR_HG2023_PATCH	CT476828.5	protein_coding	107987488	
ENSG00000283226	CHR_HG2023_PATCH	CT476828.5	protein_coding	107987489	
ENSG00000283226	CHR_HG2023_PATCH	CT476828.5	protein_coding	107987490	
ENSG00000283226	CHR_HG2023_PATCH	CT476828.5	protein_coding	107987491	
ENSG00000280714	CHR_HSCHR22_4_CTG1	OLA1P1	processed_pseudogene		HGNC:45274
ENSG00000280705	CHR_HSCHR22_4_CTG1	RP4-669P10.16	lincRNA		
ENSG00000281908	CHR_HSCHR22_4_CTG1	RP4-669P10.20	lincRNA		
ENSG00000281004	CHR_HSCHR22_4_CTG1	CYP2D8P	unprocessed_pseudogene		HGNC:2628
ENSG00000280467	CHR_HSCHR22_4_CTG1	TCF20	protein_coding	6942	HGNC:11631
ENSG00000282081	CHR_HSCHR15_6_CTG8	RP11-1000B6.2	antisense	105370757	
ENSG00000282555	CHR_HSCHR15_6_CTG8	RP11-758N13.1	lincRNA	100131315	
ENSG00000281757	CHR_HSCHR22_4_CTG1	AC254560.1	protein_coding		
ENSG00000282046	CHR_HSCHR15_6_CTG8	GREM1	protein_coding	26585	HGNC:2001
ENSG00000283465	CHR_HSCHR15_6_CTG8	GOLGA8J	protein_coding	653073	HGNC:38650
ENSG00000282088	CHR_HSCHR15_6_CTG8	AC254952.1	protein_coding	1139	
ENSG00000282276	CHR_HSCHR15_6_CTG8	ARHGAP11B	protein_coding	89839	
ENSG00000283589	CHR_HSCHR15_6_CTG8	GOLGA8N	protein_coding	643699	HGNC:44405
ENSG00000282168	CHR_HSCHR15_6_CTG8	ARHGAP11A	protein_coding	9824	HGNC:15783
ENSG00000280905	CHR_HSCHR22_5_CTG1	CYP2D6	protein_coding	1565	HGNC:2625
ENSG00000280905	CHR_HSCHR22_5_CTG1	CYP2D6	protein_coding	107987478	HGNC:2625
ENSG00000280905	CHR_HSCHR22_5_CTG1	CYP2D6	protein_coding	107987479	HGNC:2625
ENSG00000281387	CHR_HSCHR22_5_CTG1	RP4-669P10.19	processed_pseudogene		
ENSG00000281436	CHR_HSCHR22_5_CTG1	CYP2D8P	unprocessed_pseudogene		HGNC:2628
ENSG00000281897	CHR_HSCHR22_5_CTG1	TCF20	protein_coding	6942	HGNC:11631
ENSG00000281465	CHR_HSCHR22_5_CTG1	AC208162.1	protein_coding		
ENSG00000281478	CHR_HSCHR22_5_CTG1	AC254995.1	protein_coding		
ENSG00000283135	CHR_HSCHR2_6_CTG7_2	RN7SKP178	misc_RNA		HGNC:45902
ENSG00000283134	CHR_HSCHR2_6_CTG7_2	AC007679.1	processed_pseudogene		
ENSG00000283315	CHR_HSCHR2_6_CTG7_2	AC007679.3	antisense		
ENSG00000282856	CHR_HSCHR1_5_CTG32_1	RP11-382D8.5	processed_pseudogene		
ENSG00000282962	CHR_HSCHR4_2_CTG4	CPEB2-AS1	lincRNA	441009	HGNC:49082
ENSG00000282934	CHR_HSCHR1_4_CTG3	RP5-1057J7.1	processed_pseudogene		
ENSG00000283109	CHR_HSCHR4_8_CTG12	RP11-25H12.1	lincRNA		
ENSG00000283124	CHR_HSCHR1_4_CTG3	LINC01355	lincRNA		HGNC:50584
ENSG00000282938	CHR_HSCHR4_8_CTG12	RP11-19C24.1	lincRNA		
ENSG00000283030	CHR_HSCHR4_9_CTG12	CSN2	protein_coding	1447	HGNC:2447
ENSG00000283119	CHR_HSCHR1_3_CTG3	RP11-97C18.1	processed_pseudogene		
ENSG00000283032	CHR_HSCHR22_6_CTG1	OLA1P1	processed_pseudogene		HGNC:45274
ENSG00000283185	CHR_HSCHR1_5_CTG3	PRAMEF28P	unprocessed_pseudogene		HGNC:51890
ENSG00000283089	CHR_HSCHR22_6_CTG1	RP4-669P10.16	lincRNA		
ENSG00000282919	CHR_HSCHR22_7_CTG1	OLA1P1	processed_pseudogene		HGNC:45274
ENSG00000282969	CHR_HSCHR22_6_CTG1	RP4-669P10.20	lincRNA		
ENSG00000283425	CHR_HSCHR1_5_CTG3	PRAMEF27	protein_coding	101929983	HGNC:51234
ENSG00000282884	CHR_HSCHR22_6_CTG1	CYP2D8P	unprocessed_pseudogene		HGNC:2628
ENSG00000282838	CHR_HSCHR16_5_CTG1	PRSS21	protein_coding	10942	HGNC:9485
ENSG00000282833	CHR_HSCHR6_1_CTG10	PHACTR1	protein_coding	221692	HGNC:20990
ENSG00000283348	CHR_HSCHR1_5_CTG3	PRAMEF25	protein_coding	441873	HGNC:49179
ENSG00000283026	CHR_HSCHR22_6_CTG1	TCF20	protein_coding	6942	HGNC:11631
ENSG00000282891	CHR_HSCHR4_9_CTG12	STATH	protein_coding	6779	HGNC:11369
ENSG00000282984	CHR_HSCHR1_5_CTG32_1	TBCE	protein_coding	6905	HGNC:11582
ENSG00000282966	CHR_HSCHR22_7_CTG1	CYP2D6	protein_coding	1565	HGNC:2625
ENSG00000282966	CHR_HSCHR22_7_CTG1	CYP2D6	protein_coding	107987478	HGNC:2625
ENSG00000282966	CHR_HSCHR22_7_CTG1	CYP2D6	protein_coding	107987479	HGNC:2625
ENSG00000283292	CHR_HSCHR1_5_CTG3	HNRNPCL3	protein_coding	649330	HGNC:51235
ENSG00000282958	CHR_HSCHR1_4_CTG3	HNRNPR	protein_coding	10236	HGNC:5047
ENSG00000283661	CHR_HSCHR1_5_CTG3	PRAMEF34P	unprocessed_pseudogene		HGNC:51895
ENSG00000283410	CHR_HSCHR1_5_CTG3	PRAMEF35P	unprocessed_pseudogene		HGNC:51896
ENSG00000282983	CHR_HSCHR4_9_CTG12	AC063956.2	protein_coding		
ENSG00000283370	CHR_HSCHR1_5_CTG3	HNRNPCL2	protein_coding	440563	HGNC:48813
ENSG00000283543	CHR_HSCHR1_5_CTG3	PRAMEF36P	transcribed_unprocessed_pseudogene		HGNC:51897
ENSG00000282837	CHR_HSCHR22_6_CTG1	AC254788.1	protein_coding		
ENSG00000283624	CHR_HSCHR1_5_CTG3	RP13-221M14.2	lincRNA		
ENSG00000282967	CHR_HSCHR4_9_CTG12	HTN3	protein_coding	3347	HGNC:5284
ENSG00000283022	CHR_HSCHR16_4_CTG3_1	HYDIN	protein_coding	54768	HGNC:19368
ENSG00000283216	CHR_HSCHR1_5_CTG3	PRAMEF26	protein_coding	645359	HGNC:49178
ENSG00000282845	CHR_HSCHR16_5_CTG1	EIF1P4	processed_pseudogene		HGNC:49617
ENSG00000283087	CHR_HSCHR4_2_CTG4	CPEB2	protein_coding	132864	HGNC:21745
ENSG00000283231	CHR_HSCHR1_5_CTG3	HNRNPCL4	protein_coding	101060301	HGNC:51333
ENSG00000283056	CHR_HSCHR16_5_CTG1	ZG16B	protein_coding	124220	HGNC:30456
ENSG00000283139	CHR_HSCHR1_5_CTG3	PRAMEF9	protein_coding	343070	HGNC:27996
ENSG00000283565	CHR_HSCHR1_5_CTG3	PRAMEF31P	unprocessed_pseudogene		HGNC:51893
ENSG00000283150	CHR_HSCHR1_5_CTG3	PRAMEF5	protein_coding	343068	HGNC:27995
ENSG00000283650	CHR_HSCHR1_5_CTG3	PRAMEF32P	unprocessed_pseudogene		HGNC:51894
ENSG00000283046	CHR_HSCHR4_9_CTG12	HTN1	protein_coding	3346	HGNC:5283
ENSG00000202250	CHR_HSCHR1_5_CTG3	RNU6-443P	snRNA		HGNC:47406
ENSG00000202250	CHR_HSCHR1_5_CTG3	RNU6-443P	snRNA		HGNC:47734
ENSG00000283006	CHR_HSCHR22_7_CTG1	RP4-669P10.19	processed_pseudogene		
ENSG00000283070	CHR_HSCHR16_5_CTG1	PRSS30P	unitary_pseudogene	124221	HGNC:28753
ENSG00000282979	CHR_HSCHR22_7_CTG1	RP4-669P10.16	lincRNA		
ENSG00000282874	CHR_HSCHR22_7_CTG1	RP4-669P10.20	lincRNA		
ENSG00000283387	CHR_HSCHR1_5_CTG3	PRAMEF8	protein_coding	391002	HGNC:24074
ENSG00000282848	CHR_HSCHR13_1_CTG8	MYO16	protein_coding	23026	HGNC:29822
ENSG00000283112	CHR_HSCHR16_5_CTG1	LA16c-325D7.1	antisense		
ENSG00000283049	CHR_HSCHR16_5_CTG1	LA16c-325D7.2	lincRNA		
ENSG00000283090	CHR_HSCHR4_9_CTG12	CSN1S2AP	transcribed_unitary_pseudogene	286828	HGNC:20230
ENSG00000282937	CHR_HSCHR16_5_CTG1	PRSS22	protein_coding	64063	HGNC:14368
ENSG00000283478	CHR_HSCHR1_5_CTG3	PRAMEF15	protein_coding	653619	HGNC:26764
ENSG00000282862	CHR_HSCHR1_5_CTG32_1	RPS21P1	processed_pseudogene		HGNC:36401
ENSG00000283009	CHR_HSCHR1_4_CTG3	ZNF436	protein_coding	80818	HGNC:20814
ENSG00000283008	CHR_HSCHR22_7_CTG1	CYP2D7	polymorphic_pseudogene		HGNC:2624
ENSG00000282868	CHR_HSCHR4_9_CTG12	PRR27	protein_coding	401137	HGNC:33193
ENSG00000283248	CHR_HSCHR1_5_CTG3	PRAMEF33P	unitary_pseudogene		HGNC:49193
ENSG00000283488	CHR_HSCHR1_5_CTG3	CR589905.1	protein_coding	653606	
ENSG00000283106	CHR_HSCHR1_4_CTG3	ZNF436-AS1	antisense		HGNC:25122
ENSG00000282880	CHR_HSCHR1_5_CTG32_1	B3GALNT2	protein_coding	148789	HGNC:28596
ENSG00000282829	CHR_HSCHR1_4_CTG3	Y_RNA	misc_RNA		
ENSG00000283012	CHR_HSCHR1_4_CTG3	RP5-1057J7.7	lincRNA		
ENSG00000282941	CHR_HSCHR1_4_CTG3	TCEA3	protein_coding	6920	HGNC:11615
ENSG00000282513	CHR_HSCHR15_6_CTG8	FMN1	protein_coding	342184	HGNC:3768
ENSG00000282918	CHR_HSCHR1_5_CTG32_1	MTCYBP14	processed_pseudogene		HGNC:51960
ENSG00000283066	CHR_HSCHR1_5_CTG32_1	MTND6P14	processed_pseudogene		HGNC:39477
ENSG00000283014	CHR_HSCHR1_5_CTG32_1	MTND5P19	processed_pseudogene		HGNC:42301
ENSG00000282824	CHR_HSCHR1_5_CTG32_1	MTND4P10	processed_pseudogene		HGNC:42225
ENSG00000282857	CHR_HSCHR1_5_CTG32_1	MTND4LP21	processed_pseudogene		HGNC:42255
ENSG00000283116	CHR_HSCHR1_5_CTG32_1	MTND3P8	processed_pseudogene		HGNC:42153
ENSG00000282999	CHR_HSCHR1_5_CTG32_1	MTCO3P46	processed_pseudogene		HGNC:52165
ENSG00000283105	CHR_HSCHR1_4_CTG3	RP4-654C18.1	processed_pseudogene		
ENSG00000282903	CHR_HSCHR4_2_CTG4	RP11-665G4.1	antisense	101929095	
ENSG00000282926	CHR_HSCHR22_7_CTG1	CYP2D8P	unprocessed_pseudogene		HGNC:2628
ENSG00000282972	CHR_HSCHR1_5_CTG32_1	GNG4	protein_coding	2786	HGNC:4407
ENSG00000283019	CHR_HSCHR1_5_CTG32_1	RP11-293G6__B.8	processed_pseudogene		
ENSG00000282892	CHR_HSCHR22_7_CTG1	TCF20	protein_coding	6942	HGNC:11631
ENSG00000282410	CHR_HSCHR15_6_CTG8	RP11-758N13.3	transcribed_processed_pseudogene		
ENSG00000283017	CHR_HSCHR12_2_CTG1	ERC1	protein_coding	23085	HGNC:17072
ENSG00000283670	CHR_HSCHR22_7_CTG1	AC225828.1	protein_coding		
ENSG00000283015	CHR_HSCHR16_4_CTG3_1	CTD-2520I13.1	lincRNA		
ENSG00000282854	CHR_HSCHR1_4_CTG3	ASAP3	protein_coding	55616	HGNC:14987
ENSG00000282932	CHR_HSCHR9_1_CTG6	PTPRD	protein_coding	5789	HGNC:9668
ENSG00000282830	CHR_HSCHR16_4_CTG3_1	CALB2	protein_coding	794	HGNC:1435
ENSG00000282981	CHR_HSCHR22_7_CTG1	AC254847.1	protein_coding		
ENSG00000282945	CHR_HSCHR16_4_CTG3_1	CMTR2	protein_coding	55783	HGNC:25635
ENSG00000282841	CHR_HSCHR18_5_CTG1_1	CTAGE1	protein_coding	64693	HGNC:24346
ENSG00000283107	CHR_HSCHR18_5_CTG1_1	RP11-863N1.4	processed_pseudogene		
ENSG00000282839	CHR_HSCHR18_5_CTG1_1	RPS4XP18	processed_pseudogene		HGNC:36170
ENSG00000282899	CHR_HSCHR1_4_CTG3	E2F2	protein_coding	1870	HGNC:3114
ENSG00000283079	CHR_HSCHR10_1_CTG6	LINC01515	lincRNA		HGNC:51210
ENSG00000282990	CHR_HSCHR1_4_CTG3	RP1-150O5.3	lincRNA		
ENSG00000283060	CHR_HSCHR1_4_CTG3	ID3	protein_coding	3399	HGNC:5362
ENSG00000282942	CHR_HSCHR9_1_CTG6	RPS26P3	processed_pseudogene		HGNC:23411
ENSG00000283510	CHR_HSCHR2_6_CTG7_2	INO80D	protein_coding	54891	HGNC:25997
ENSG00000283129	CHR_HSCHR2_6_CTG7_2	Vault	misc_RNA		
ENSG00000283687	CHR_HSCHR2_6_CTG7_2	Y_RNA	misc_RNA		
ENSG00000283641	CHR_HSCHR2_6_CTG7_2	AC007679.4	processed_pseudogene		
ENSG00000283192	CHR_HSCHR2_6_CTG7_2	AC007383.3	lincRNA		
ENSG00000283244	CHR_HSCHR4_11_CTG12	AF146191.4	lincRNA		
ENSG00000283630	CHR_HSCHR4_11_CTG12	FRG1	protein_coding	2483	HGNC:3954
ENSG00000283284	CHR_HSCHR22_8_CTG1	CYP2D6	protein_coding	1565	HGNC:2625
ENSG00000283284	CHR_HSCHR22_8_CTG1	CYP2D6	protein_coding	107987478	HGNC:2625
ENSG00000283284	CHR_HSCHR22_8_CTG1	CYP2D6	protein_coding	107987479	HGNC:2625
ENSG00000283397	CHR_HSCHR4_11_CTG12	MLLT10P2	processed_pseudogene		HGNC:39141
ENSG00000283437	CHR_HSCHR4_11_CTG12	AF146191.8	processed_pseudogene		
ENSG00000283655	CHR_HSCHR4_11_CTG12	TUBB7P	unprocessed_pseudogene		HGNC:12413
ENSG00000283308	CHR_HSCHR4_11_CTG12	RNA5SP174	rRNA		HGNC:43074
ENSG00000283282	CHR_HSCHR4_11_CTG12	RNA5SP175	rRNA		HGNC:43075
ENSG00000283184	CHR_HSCHR4_11_CTG12	DUX4L9	unprocessed_pseudogene		HGNC:33855
ENSG00000283250	CHR_HSCHR4_11_CTG12	RARRES2P4	processed_pseudogene		HGNC:48703
ENSG00000283570	CHR_HSCHR4_11_CTG12	DUX4L8	unprocessed_pseudogene		HGNC:38670
ENSG00000283353	CHR_HSCHR4_11_CTG12	CT476828.11	protein_coding		
ENSG00000283358	CHR_HSCHR4_11_CTG12	CT476828.12	protein_coding	107987484	
ENSG00000283358	CHR_HSCHR4_11_CTG12	CT476828.12	protein_coding	107987485	
ENSG00000283358	CHR_HSCHR4_11_CTG12	CT476828.12	protein_coding	107987486	
ENSG00000283358	CHR_HSCHR4_11_CTG12	CT476828.12	protein_coding	107987487	
ENSG00000283358	CHR_HSCHR4_11_CTG12	CT476828.12	protein_coding	107987488	
ENSG00000283358	CHR_HSCHR4_11_CTG12	CT476828.12	protein_coding	107987489	
ENSG00000283358	CHR_HSCHR4_11_CTG12	CT476828.12	protein_coding	107987490	
ENSG00000283358	CHR_HSCHR4_11_CTG12	CT476828.12	protein_coding	107987491	
ENSG00000283642	CHR_HSCHR4_11_CTG12	CT476828.25	protein_coding	107987484	
